point	6	3	0	3	15528.709787488877	14061.100947176343	672.0	15104	14020
point	5	3	0	3	9642.079470134526	19506.929712796064	298.0	9707	19557
point	4	4	1	3	8883.712449634388	8904.57942407087	448.0	8486	9239
point	3	4	0	3	8034.439106932598	19565.884748531178	672.0	8055	19564
point	2	4	1	3	10982.664188325798	15803.558859988156	298.0	11113	15739
point	1	4	0	3	8731.122721819376	20077.824214908673	672.0	8802	19982
point	0	4	0	3	10640.04168802464	27424.551446343376	672.0	10618	27255
newpoint	15	1	1	3	20077.0	12394.0	298.0	20076	12345
newpoint	16	1	0	3	17248.0	13289.0	132.0	16929	13253
newpoint	17	1	0	3	6136.0	19581.0	298.0	6296	19560
newpoint	18	1	0	3	13125.0	15897.0	298.0	13099	15996
newpoint	19	1	1	3	9100.0	19997.0	298.0	9105	19987
point	19	2	1	4	9105.267125141127	19715.877473284567	504.5	9196	19712
point	18	2	0	4	13211.821855414475	16081.596280905738	298.0	13215	16178
point	17	2	0	4	6427.996543718382	19525.436561297312	298.0	6517	19490
point	16	2	0	4	17116.832613215734	13274.19741089582	132.0	16929	13253
point	15	2	1	4	19992.687926619717	12123.376322563416	298.0	19994	12089
point	14	3	3	4	14278.451576272004	27488.926358600944	126.12499999999999	14249	27504
point	13	3	0	4	20467.985427860018	19768.746466581728	132.0	20439	19587
point	12	3	0	4	15123.793690384997	12409.019789061564	448.00000000000006	15016	12494
point	11	3	0	4	450.0778227709532	22422.587528880063	672.0	478	22109
point	10	3	0	4	13692.564319264528	21780.53392623217	298.0	13699	21726
point	9	4	0	4	10450.771805480736	18898.015089523367	448.0	10472	18718
point	8	4	2	4	11773.941022930769	16311.764961782052	252.25	11763	16330
point	7	4	0	4	6920.477186015013	13028.444095839333	448.0	6890	13053
point	6	4	0	4	14908.765826566738	13871.478297510894	672.0	14452	13524
point	5	4	0	4	10017.822885638196	19572.498023147728	672.0	10198	19543
point	4	5	1	4	8540.821979991897	9192.90237811434	448.0	8486	9239
point	3	5	0	4	8694.069483858919	19680.969377402114	672.0	8843	19730
point	2	5	1	4	11249.321475480605	15670.528026014308	298.0	11332	15629
point	1	5	0	4	9071.639786786971	20096.358488769765	1009.0	9356	20552
point	0	5	0	4	10552.70791166954	26758.250733377714	672.0	10544	26692
newpoint	20	1	1	4	6909.0	21450.0	298.0	6844	21341
newpoint	21	1	1	4	20695.0	11013.0	132.0	20705	11052
newpoint	22	1	0	4	9742.0	8731.0	298.0	9609	8725
newpoint	23	1	0	4	13137.0	12346.0	298.0	13149	12349
newpoint	24	1	0	4	15609.0	8000.0	448.0	15417	8409
point	24	2	0	5	15418.625020769688	8405.538367214569	448.0	15417	8409
point	23	2	0	5	13427.620196103002	12408.964117584688	672.0	13220	12936
point	22	2	0	5	9537.419653334597	8833.084408245373	298.0	9454	8849
point	21	2	1	5	20757.954664784225	11126.91147701183	132.0	20869	11284
point	20	2	1	5	6833.537752956027	21218.25227879221	298.0	6736	21088
point	19	3	1	5	9605.170684581115	19677.077247910926	504.5	9687	19656
point	18	3	0	5	13050.782017332129	16369.941203248722	672.0	12876	16471
point	17	3	0	5	6600.00405919994	19369.781285043497	298.0	6722	19330
point	16	3	0	5	16985.665226431473	13259.394821791639	132.0	16929	13253
point	15	3	1	5	19876.47335316862	11854.481782617828	298.0	19839	11744
point	14	4	3	5	14208.120323415542	27420.44351914596	126.125	14075	27155
point	13	4	0	5	20447.19642519381	19638.39380121525	132.0	20439	19587
point	12	4	0	5	14865.73753724531	12433.072495483957	298.0	14795	12302
point	11	4	0	5	509.1335778149398	21753.187682114974	672.0	576	20989
point	10	4	0	5	13783.56965475322	21498.097555991302	298.0	13811	21424
point	9	5	0	5	10493.697996848305	18541.90362557849	298.0	10567	17947
point	8	5	2	5	11724.227290822475	16554.40271695779	252.25000000000003	11694	16656
point	7	5	0	5	7003.392123070797	13366.227396913277	298.0	7057	13452
point	6	5	0	5	14367.755048154791	13473.762184679463	672.0	14016	13264
point	5	5	0	5	10569.577078294971	19515.042265812062	448.0	10598	19493
point	4	6	1	5	8227.783665399	9506.424677592966	448.0	8102	9613
point	3	6	0	5	9252.563765025136	20386.26006793501	1009.0	9356	20552
point	2	6	1	5	11328.758842131045	15419.639870779209	504.5	11302	15368
point	1	6	0	5	9796.99041011944	20719.996346712167	1009.0	9944	20776
point	0	6	0	5	10465.512136471252	26091.93188645671	672.0	10465	26088
newpoint	25	1	0	5	10623.0	25720.0	672.0	10678	25585
newpoint	26	1	0	5	12000.0	7271.0	198.0	12003	7300
newpoint	27	1	1	5	9622.0	5453.0	298.0	9808	5552
newpoint	28	1	0	5	5627.0	21958.0	132.0	5735	21994
newpoint	29	1	0	5	12463.0	18091.0	448.0	12389	18091
point	29	2	0	6	12052.689485162762	18042.88749695667	448.0	12002	17946
point	28	2	0	6	5771.665316597694	21975.66734170115	298.0	5787	21968
point	27	2	1	6	9832.52078805682	5635.779359194131	298.0	9940	6003
point	26	2	0	6	12088.013424462517	7405.1196671040825	198.0	12115	7715
point	25	2	0	6	10887.689521716271	25102.360596005234	672.0	10893	25090
point	24	3	0	6	15299.813980880459	8836.944299005778	448.0	15223	8986
point	23	3	0	6	13117.446801003996	12911.054627271242	672.0	13072	12900
point	22	3	0	6	9241.951682688223	8860.952699841922	298.0	9128	8855
point	21	3	1	6	20834.14979272755	11234.699706785312	132.0	20869	11284
point	20	3	1	6	6608.688780650789	21126.556991317786	298.0	6515	20952
point	19	4	1	6	10095.391085036154	19559.798804662223	504.5	10198	19543
point	18	4	0	6	12464.884235080051	16662.456890836464	672.0	12299	16664
point	17	4	0	6	6885.438521726194	19286.095442530983	298.0	7002	19235
point	16	4	0	6	16961.129023975172	13086.815393231858	298.0	17016	12803
point	15	4	1	6	19541.15159661803	11680.69172025588	504.5	19502	11676
point	14	5	3	6	14151.580123698977	27307.70168378299	126.125	14075	27155
point	13	5	0	6	20459.723833354754	19513.757350838863	132.0	20473	19490
point	12	5	0	6	14722.978327395209	12171.496870699579	298.0	14579	11911
point	11	5	0	6	567.7097684037113	21083.745503957587	672.0	576	20989
point	10	5	0	6	13781.373233371889	21259.726365081526	298.0	13543	21152
point	9	6	0	6	10530.140941893671	18246.14035578925	298.0	10567	17947
point	8	6	2	6	11792.795130270768	16756.730223055252	252.25	11799	16757
point	7	6	0	6	7161.18311860976	13619.023729834695	298.0	7183	13654
point	6	6	0	6	13773.344155150648	13164.011159408808	672.0	13220	12936
point	5	6	0	6	10956.511784599777	19352.61834198948	448.00000000000006	11060	19328
point	4	7	1	6	8314.945827337287	9849.90742709676	504.5	8623	10218
point	3	7	0	6	10128.401577509689	20774.243794499907	1009.0	10364	20772
point	2	7	1	6	11170.430243889063	14942.247311405637	504.49999999999994	11090	14578
point	1	7	0	6	10776.335707003684	20899.726885671174	1009.0	11552	21140
point	0	7	0	6	10353.273810473805	25834.58371947446	298.0	10332	25827
newpoint	30	1	2	6	6268.0	19819.0	252.24999999999997	6398	19803
newpoint	31	1	3	6	14307.0	25828.0	126.125	14420	25763
newpoint	32	1	0	6	10577.0	4322.0	298.0	10565	4344
newpoint	33	1	0	6	16226.0	12077.0	298.0	16250	12244
newpoint	34	1	1	6	10068.0	15943.0	448.0	10090	16000
point	34	2	1	7	10211.455149873034	16366.439222159226	448.00000000000006	10262	16543
point	33	2	0	7	16266.928270533135	12372.171191179446	297.99999999999994	16271	12403
point	32	2	0	7	10367.505731443203	4457.028930141884	298.0	10378	4510
point	31	2	3	7	14416.328103814196	25765.11215267325	126.125	14420	25763
point	30	2	2	7	6519.248296967477	19800.75466116727	252.25000000000003	6560	19800
point	29	3	0	7	11842.932041416429	17647.02889712003	448.0	11836	17634
point	28	3	0	7	5925.525510704898	21752.09205480784	298.0	5909	21571
point	27	3	1	7	9916.22861653149	5921.7811064825955	298.0	9940	6003
point	26	3	0	7	12105.191649539876	7602.373079199265	198.0	12115	7715
point	25	3	0	7	11149.34779621543	24483.394818856556	672.0	11196	24373
point	24	4	0	7	15094.449557072077	9235.100885855843	448.00000000000006	15084	9256
point	23	4	0	7	12481.920005345635	12693.322235374868	672.0	12284	12624
point	22	4	0	7	8942.73937316365	8854.946032458094	448.0	8486	9239
point	21	4	1	7	20799.68583600173	11302.049594383443	132.0	20124	11478
point	20	4	1	7	6672.938172296284	20892.323698811266	504.49999999999994	6725	20869
point	19	5	1	7	10373.551422154738	19346.68928014836	447.99999999999994	10381	19245
point	18	5	0	7	11910.141688281245	16811.76379465332	448.0	11892	16818
point	17	5	0	7	7137.10893956918	19132.33288996313	298.0	7183	19083
point	16	5	0	7	17015.487680330232	12794.085637746011	298.0	17011	12716
point	15	5	1	7	19040.623438198385	11711.589886503185	504.5	18982	11720
point	14	6	3	7	14095.039923982413	27194.95984842002	126.125	14075	27155
point	13	6	0	7	20534.816929197033	19405.391980745473	132.0	20671	19219
point	12	6	0	7	14578.823085151373	11910.68417423319	298.0	14444	11670
point	11	6	0	7	1146.790650214879	21059.879531138107	672.0	1821	21195
point	10	6	0	7	13509.094053468249	21138.717258059725	298.0	13058	20962
point	9	7	0	7	10566.583886939037	17950.37708600002	298.0	10567	17947
point	8	7	2	7	11778.613817679798	16996.069684568123	252.24999999999997	11773	17015
point	7	7	0	7	7322.38229001669	13869.653182525997	298.0	7399	13989
point	6	7	0	7	13246.94671954719	12867.59678884175	672.0	13428	12408
point	5	7	0	7	11325.773714446756	19118.42542010581	448.0	11352	19095
point	4	8	1	7	8634.953643272782	10239.398497216709	504.50000000000006	8704	10363
point	3	8	0	7	11102.759204686126	21000.84123512163	1009.0	11552	21140
point	2	8	1	7	11072.74889000635	14447.658280047983	504.5	11072	14442
point	1	8	0	7	11709.422920789848	21258.39244456096	1009.0	12036	21504
disappearpoint	0	7	0	7	10278.0	25807.0	0.0	10278	25807
newpoint	35	1	4	7	17262.0	14729.0	63.06249999999999	17227	14714
newpoint	36	1	1	7	7813.0	17106.0	298.0	7877	17012
newpoint	37	1	0	7	15871.0	28983.0	198.0	15887	28988
newpoint	38	1	0	7	2640.0	18288.0	298.0	2531	18109
newpoint	39	1	4	7	16132.0	9350.0	63.06249999999999	16090	9159
point	39	2	4	8	16118.456430479875	9288.409005277528	63.06249999999999	16090	9159
point	38	2	0	8	2649.863451094945	17990.264311093266	672.0	3076	17817
point	37	2	0	8	16054.126312332308	28917.888473850835	198.0	16092	28902
point	36	2	1	8	7980.955521315315	16865.311350792796	298.0	7982	16858
point	35	2	4	8	17211.76720921809	14694.197371983519	63.06250000000001	17207	14688
point	33	3	0	8	16230.347527185324	12666.78937915301	298.0	16226	12695
point	32	3	0	8	10516.936472913469	4694.735487677075	298.0	10513	4699
point	31	3	3	8	14525.8863674788	25702.626193981385	126.125	14534	25698
point	30	3	2	8	6537.240322651758	19589.9167342532	252.24999999999997	6522	19508
point	29	4	0	8	11722.92668049641	17230.466390071804	448.00000000000006	11723	17229
point	28	4	0	8	5948.104691833008	21465.283473438045	298.0	6040	21363
point	27	4	1	8	9936.484533453471	6216.344876042423	298.0	9924	6974
point	26	4	0	8	12199.838662959928	7710.715219042428	198.0	12313	7705
point	25	4	0	8	11416.508134803187	23866.793734488103	672.0	11455	23778
point	24	5	0	8	14917.718900548949	9646.723300952242	448.0	14861	9780
point	23	5	0	8	11661.692280863022	12925.151375149799	1008.9999999999999	11396	13028
point	22	5	0	8	8599.848903521159	9143.268986501564	448.0	8486	9239
point	21	5	1	8	20671.945801471837	11335.313442301293	132.0	20124	11478
point	20	5	1	8	7037.593757568691	20549.61717984904	504.49999999999994	7057	20530
point	19	6	1	8	10449.820653298513	18906.080860028604	448.0	10472	18718
point	18	6	0	8	11728.957806557823	17194.44472196463	448.0	11723	17229
point	17	6	0	8	7380.578032677389	18964.35163943551	298.0	7429	18924
point	16	6	0	8	16986.97464824406	12499.771019327998	298.0	16989	12461
point	15	6	1	8	18540.541145519455	11773.0	504.5	18510	11773
point	14	7	3	8	14039.702872862308	27081.627925700664	126.125	13996	26992
point	13	7	0	8	20612.689257847484	19298.809147087533	132.0	20671	19219
point	12	7	0	8	14421.964026461346	11671.991197820831	298.0	14264	11685
point	11	7	0	8	1805.6884523076558	21191.93136337571	672.0	1821	21195
point	10	7	0	8	13231.625930115959	21030.018405612438	298.0	13058	20962
point	9	8	0	8	10855.4272902676	17701.899068129	448.0	10979	17478
point	8	8	2	8	11958.065975091495	17108.886771217454	252.25	12041	17137
point	7	8	0	8	7483.309073131464	14120.464995391436	298.0	7576	14265
point	6	8	0	8	13495.406802959318	12243.227814988335	672.0	13536	12144
point	5	8	0	8	11549.258229898967	18740.10625573943	448.00000000000006	11558	18719
point	4	9	1	8	8889.394725506207	10674.865542651154	504.50000000000006	8892	10679
point	3	9	0	8	11982.53234015172	21463.788784742203	1009.0	12036	21504
point	2	9	1	8	11003.655238032377	13947.914285242827	504.50000000000006	11003	13943
point	1	9	0	8	12265.484968534034	21881.433340312207	672.0	12191	22043
point	34	3	1	8	10325.940157958681	16833.73498524559	504.5	10347	16927
newpoint	40	1	2	8	7057.0	21641.0	252.25000000000003	7120	21594
newpoint	41	1	0	8	13647.0	15674.0	298.0	13260	15620
newpoint	42	1	1	8	10233.0	4863.0	298.0	10358	5033
newpoint	43	1	2	8	10318.0	13043.0	252.25000000000003	10277	12973
newpoint	44	1	0	8	19033.0	16395.0	132.0	19125	16361
point	44	2	0	9	19158.399446650616	16355.089423766885	132.0	19481	16298
point	43	2	2	9	10413.826575699202	12873.71267984548	252.25000000000003	10432	12814
point	42	2	1	9	10427.317234713648	5085.559221925732	298.0	10449	5102
point	41	2	0	9	13351.859341181083	15632.817582490385	298.0	13260	15620
point	40	2	2	9	7258.3994205585	21492.067294394958	252.25	7276	21473
point	39	3	4	9	16104.91286095975	9226.818010555056	63.06249999999999	16090	9159
point	38	3	0	9	3286.3788128245665	17843.006297160326	672.0	3308	17846
point	37	3	0	9	16188.221977080915	29117.60050474801	298.0	16210	29174
point	36	3	1	9	8236.880547813706	16934.783980552464	504.5	8259	16953
point	35	3	4	9	17188.43881153031	14635.967815929236	63.0625	17146	14517
point	33	4	0	9	16303.999804197929	12951.058336903676	298.0	16308	12961
point	32	4	0	9	10752.393389350076	4791.684686111737	298.0	10828	4765
point	31	4	3	9	14641.638581388866	25665.62579890523	126.125	14682	25668
point	30	4	2	9	6550.608552798556	19385.888515391776	252.25	6722	19330
point	29	5	0	9	11668.908548958507	16815.143436304443	448.0	11662	16798
point	28	5	0	9	6164.921013386833	21262.23038253462	298.0	6190	21242
point	27	5	1	9	9931.5747983056	6514.304427828865	298.0	9924	6974
point	26	5	0	9	12315.671727336397	7832.441393946175	298.0	12323	8182
point	25	5	0	9	11677.69629815823	23247.636476966294	672.0	11906	22694
point	24	6	0	9	14730.76694834237	10044.520938999405	448.0	14663	10196
point	23	6	0	9	10704.34675214425	13242.31509088488	1009.0	10544	13292
point	22	6	0	9	8286.623795935506	9456.569985709817	448.0	8102	9613
point	21	6	1	9	20544.205766941945	11368.577290219144	132.0	20124	11478
point	20	6	1	9	7421.633737618983	20227.114980669747	504.5	7465	20158
point	19	7	1	9	10493.037333519558	18547.26543006758	298.0	10567	17947
point	18	7	0	9	11825.053604915794	17615.176292565477	448.0	11836	17634
point	17	7	0	9	7627.658174863382	19216.086524427843	448.0	7631	19221
point	16	7	0	9	17302.937004776275	11971.607001072263	672.0	17342	11908
point	15	7	1	9	18052.666434658116	11650.622527694613	504.50000000000006	17905	11608
point	14	8	3	9	13984.189144862614	26968.378289725228	126.125	13911	26822
point	13	8	0	9	20526.882415107444	19131.10295768562	672.0	19984	18800
point	12	8	0	9	14128.29424564296	11717.0	298.0	13975	11717
point	11	8	0	9	2464.4074894800356	21324.8719911482	672.0	3010	21435
point	10	8	0	9	13027.669660640146	21069.32273927333	298.0	13019	21100
point	9	9	0	9	11068.165785667077	17307.66260255324	448.00000000000006	11124	17201
point	8	9	2	9	12170.880555949996	17238.23394209571	252.25	12245	17294
point	7	9	0	9	7644.386906757696	14371.179671018528	298.0	7652	14383
point	6	9	0	9	13793.282989759531	11641.48224497882	672.0	13861	11491
point	5	9	0	9	11928.338098260088	18920.82997560227	448.0	11974	18944
point	4	10	1	9	9154.359521540144	11104.129042554281	504.5	9463	11616
point	3	10	0	9	12171.134711396931	22088.537353874726	672.0	11931	22639
point	2	10	1	9	10800.462988190311	13515.237821180091	504.5	10701	13426
point	1	10	0	9	11993.437674085308	22495.87363940445	672.0	11931	22639
point	34	4	1	9	10306.439722823781	17333.86932293876	504.5	10289	17501
newpoint	45	1	0	9	11619.0	17001.0	298.0	11764	17040
newpoint	46	1	4	9	12087.0	13768.0	63.0625	11978	13489
newpoint	47	1	2	9	8836.0	16947.0	252.25000000000003	8846	16911
newpoint	48	1	0	9	14434.0	11671.0	298.0	14264	11685
newpoint	49	1	0	9	11063.0	5444.0	298.0	10916	5286
point	49	2	0	10	10880.681112838189	5250.001494431537	298.0	10610	5222
point	48	2	0	10	14140.110961530445	11714.807888955082	298.0	14131	11717
point	47	2	2	10	8934.510051533722	16731.906765468895	252.25	9003	16705
point	46	2	4	10	12064.051822069156	13709.261085846738	63.0625	11978	13489
point	45	2	0	10	11721.587572084281	17257.24855831438	448.00000000000006	11717	17349
point	44	3	0	10	19288.379834480107	16332.087276482453	132.0	19481	16298
point	43	3	2	10	10411.640496075352	12625.261896049884	252.25000000000003	10395	12471
point	42	3	1	10	10679.61653796277	5229.201710823735	298.0	10929	5255
point	41	3	0	10	13158.223689830553	15792.8991051976	298.0	13125	15897
point	40	3	2	10	7294.147737457049	21263.788088041245	252.25	7264	21205
point	39	4	4	10	16091.369291439625	9165.227015832585	63.06249999999999	16090	9159
point	38	4	0	10	3951.5862054380814	17937.852216605526	672.0	4116	17954
point	37	4	0	10	16230.15621227346	29396.10801772041	672.0	15728	29626
point	36	4	1	10	8627.534477629764	17254.016710735763	504.5	8652	17274
point	35	4	4	10	17167.25060287605	14576.571362160736	63.0625	17146	14517
point	33	5	0	10	16453.3555127027	13196.17775635135	298.0	16469	13204
point	32	5	0	10	11032.757390375404	4690.708363263993	298.0	11141	4654
point	31	5	3	10	14682.0	25582.30618775329	126.125	14682	25198
point	30	5	2	10	6792.124384780122	19313.77719456579	252.24999999999997	6856	19299
point	29	6	0	10	11750.745156791521	16261.745156791521	672.0	11742	16253
point	28	6	0	10	6391.307241164559	21068.715218593443	298.0	6515	20952
point	27	6	1	10	9926.665063157729	6812.263979615307	298.0	9924	6974
point	26	6	0	10	12321.917734368271	8130.375929366554	298.0	12323	8182
point	25	6	0	10	11936.08712790228	22627.33873757785	672.0	12191	22043
point	24	7	0	10	14548.50530724051	10453.769472223552	448.0	14480	10608
point	23	7	0	10	10203.52676363616	12850.544606060266	672.0	9989	12493
point	22	7	0	10	8308.642654556032	9842.375793727044	672.0	8623	10218
point	21	7	1	10	20416.465732412053	11401.841138136995	132.0	20124	11478
point	20	7	1	10	7711.965621371634	19814.713459490555	504.50000000000006	7778	19721
point	19	8	1	10	10529.480278564924	18251.502160278345	298.0	10567	17947
point	18	8	0	10	12035.753781647532	18010.516721883258	448.0	12081	18097
point	17	8	0	10	7910.0461745858875	19568.22681881617	672.0	7935	19575
point	16	8	0	10	17751.207203961385	11568.978575006911	448.0	17715	11487
point	15	8	1	10	17576.46231352841	11693.362673611482	504.5	17521	11745
point	14	9	3	10	13927.784330130182	26855.568660260364	126.125	13911	26822
point	13	9	0	10	19983.68925808389	18854.224464361174	1008.9999999999999	19976	20196
point	12	9	0	10	13838.62528216313	11668.608971090143	298.0	13789	11651
point	11	9	0	10	3119.26069786325	21407.219411921582	672.0	3763	21355
point	10	9	0	10	12962.011872169756	21357.976255660487	298.0	12907	21468
point	9	10	0	10	11281.693294946592	16913.84245673306	448.0	11286	16906
disappearpoint	8	9	2	10	12219.0	17385.0	0.0	12219	17385
point	7	10	0	10	7860.21332566158	14573.497186594135	298.0	8370	14998
point	6	10	0	10	13858.0	10984.029095126014	672.0	13858	10979
point	5	10	0	10	12257.411023298791	18800.391022799315	448.0	12292	18433
point	4	11	1	10	9414.8640513733	11536.167975911456	504.5	9463	11616
point	3	11	0	10	11901.797509862701	22704.19103858295	672.0	11666	23276
point	2	11	1	10	10433.46773044239	13170.218871151128	504.5	10318	13043
point	1	11	0	10	11732.375979184699	23115.038250477108	672.0	11666	23276
point	34	5	1	10	10256.313819717097	17835.87016580741	504.5	10254	17860
newpoint	50	1	1	10	7951.0	20523.0	198.0	7902	20490
newpoint	51	1	1	10	16254.0	28515.0	198.0	16195	28385
newpoint	52	1	1	10	15645.0	13226.0	298.0	15454	13181
newpoint	53	1	2	10	11069.0	23712.0	252.25	11159	23760
newpoint	54	1	0	10	5264.0	18505.0	298.0	5330	18465
point	54	2	0	11	5491.909383272036	18334.93780218558	298.0	5502	18280
point	53	2	2	11	11210.464940752556	23618.83901965013	252.25	11229	23568
point	52	2	1	11	15476.9381110733	13081.848165037993	298.0	15485	13047
point	51	2	1	11	16144.707389445246	28407.8421045294	198.0	15895	28515
point	50	2	1	11	7708.465467608208	20565.57155589569	298.0	7681	20575
point	48	3	0	11	13850.006716846125	11672.647544687336	298.0	13789	11651
point	47	3	2	11	9048.432286344589	16877.510032512557	252.25	9056	16913
point	46	3	4	11	12041.103644138311	13650.522171693476	63.0625	11978	13489
point	45	3	0	11	11855.527523468738	17670.702333266545	448.0	12002	17946
point	44	4	0	11	19418.3602223096	16309.08512919802	132.0	19481	16298
point	43	4	2	11	10372.381956817766	12378.389876667885	252.25	10308	12270
point	42	4	1	11	10939.427497647643	5208.878375789274	298.0	10981	5025
point	41	4	0	11	13013.556208506176	16008.606461040072	298.0	12977	16014
point	40	4	2	11	7434.730146609154	21130.736214255212	252.25	7487	21108
point	39	5	4	11	16050.507259512238	9118.334207814583	63.0625	15686	8743
point	38	5	0	11	4602.53640578362	17815.338038099668	672.0	4634	17805
point	37	5	0	11	15619.62857075582	29676.881707632936	672.0	15564	29703
point	36	5	1	11	9040.356515241114	17543.85846625122	504.5	9042	17545
point	35	5	4	11	17146.062394221794	14517.174908392237	63.0625	17146	14517
point	33	6	0	11	16376.483655894406	13630.935957032309	672.0	16376	13632
point	32	6	0	11	11297.754355540945	4566.0940520847935	298.0	11589	4498
point	31	6	3	11	14682.0	25456.18118775329	126.125	14682	25198
point	30	6	2	11	7024.833117331782	19220.07934907032	252.25	7103	19169
point	29	7	0	11	11453.908017019987	15660.343913620869	672.0	11446	15645
point	28	7	0	11	6771.883096306342	20827.91144368658	672.0	6814	20791
point	27	7	1	11	10045.858570678987	7034.929285339494	298.0	10214	7119
point	26	7	0	11	12691.84510233588	8215.613962528147	448.0	12729	8219
point	25	7	0	11	12205.435471216495	22011.68776464069	672.0	12327	21748
point	24	8	0	11	14249.989868805707	10958.05525942717	672.0	14229	10990
point	23	8	0	11	9857.785615988862	12274.309359981437	672.0	9659	11943
point	22	8	0	11	8711.7327816028	10377.120731622505	672.0	8727	10405
point	21	8	1	11	20288.72569788216	11435.104986054846	132.0	20124	11478
point	20	8	1	11	8107.537581302697	19570.567197662836	504.5	8175	19579
point	19	9	1	11	10565.92322361029	17955.73889048911	298.0	10567	17947
point	18	9	0	11	12202.828914732143	18311.699540831047	448.0	12201	18320
point	17	9	0	11	8573.949332890006	19644.255493919336	672.0	8600	19650
disappearpoint	16	8	0	11	17579.0	11210.0	0.0	17579	11210
point	15	9	1	11	17246.660830909226	12063.242540820374	504.5	17229	12092
point	14	10	3	11	13870.593048287605	26743.157167390447	126.125	13870	26742
point	13	10	0	11	19977.90711807014	19863.207896760767	1008.9999999999999	19976	20196
point	12	10	0	11	13440.739168743055	11545.836323895834	448.0	13215	11506
point	11	10	0	11	3789.0337837681145	21352.578252672734	672.0	3806	21351
point	10	10	0	11	12816.82311911936	21617.943221919195	298.0	12775	21687
point	9	11	0	11	11656.556715367884	16803.443284632118	448.0	11662	16798
point	49	3	0	11	10589.254193620049	5206.537287170222	298.0	10449	5102
point	7	11	0	11	8089.21381723072	14764.187445551146	298.0	8370	14998
point	6	11	0	11	13875.21469991672	10312.668098972319	672.0	13932	9948
point	5	11	0	11	12302.998950267298	18354.785242543654	448.0	12319	18241
point	4	12	1	11	9674.453865682377	11968.756442803962	504.5	9935	12403
point	3	12	0	11	11645.310933818768	23325.31696008317	672.0	11494	23686
point	2	12	1	11	10147.56817910146	12757.280298502432	504.5	9989	12493
point	1	12	0	11	11473.207991709027	23735.04781442999	672.0	11455	23778
point	34	6	1	11	9776.206864151969	17811.391294903064	504.5	9567	17790
newpoint	55	1	2	11	17269.0	25176.0	132.0	17719	24776
newpoint	56	1	2	11	7982.0	16823.0	252.25	7992	16784
newpoint	57	1	0	11	21063.0	10755.0	132.0	21034	10773
newpoint	58	1	1	11	12749.0	14406.0	448.0	12855	14415
newpoint	59	1	0	11	12321.0	27037.0	298.0	12298	27041
point	59	2	0	12	12082.189939544096	27126.02508267253	298.0	12090	27223
point	58	2	1	12	13140.779092920473	14228.369114153284	448.0	13183	14204
point	57	2	0	12	20949.473089612868	10822.32877445085	132.0	20705	10965
